# index, _pos
5462,"array([ 0.73250286, -8.12440348])"
5463,"array([-1.9069341 , -7.25472023])"
5464,"array([-2.20752193, -7.01217979])"
5465,"array([-2.06594012, -7.0021406 ])"
5466,"array([-4.22249041, -5.832564  ])"
5467,"array([-3.8849131, -8.3171303])"
5468,"array([-1.22592841, -6.73409921])"
5469,"array([-16.34459254, -10.29637261])"
5470,"array([ -9.28791355, -20.89069821])"
5471,"array([ -9.44404181, -20.84023712])"
5472,"array([-1.13848179, -6.19919986])"
5473,"array([-1.61710177, -6.89466662])"
5474,"array([-9.41818049,  3.71817515])"
5475,"array([-9.57440351,  3.67735463])"
5476,"array([-3.41955206, -8.48981472])"
5477,"array([-2.12388652, -7.30257246])"
5478,"array([ -1.03506019, -22.62551217])"
5479,"array([-1.68876938, -8.28542644])"
5480,"array([ -0.74777719, -22.47721585])"
5481,"array([-1.72437708, -6.56736393])"
5482,"array([-0.91792107, -7.98485658])"
5483,"array([-0.31566821, -8.27530652])"
5484,"array([ 0.13653979, -8.13629968])"
5485,"array([ 0.7296957 , -7.53932535])"
5486,"array([ 0.59343979, -7.87327764])"
5487,"array([-2.01334624, -6.46246689])"
5488,"array([-0.01609434, -8.20967194])"
5489,"array([-0.99365322, -8.22378743])"
5490,"array([-0.44039725, -8.26815485])"
5491,"array([-1.51139808, -7.05804825])"
5492,"array([-1.62537622, -6.04062038])"
5493,"array([-0.08780144,  5.23649478])"
5494,"array([-3.33219393, -8.03987392])"
5495,"array([-2.89880365, -7.56825009])"
5496,"array([-2.11698086, -9.04539116])"
5497,"array([-5.31018757, -8.7617116 ])"
5498,"array([-6.02635428, -8.69650567])"
5499,"array([ 0.71307283, -8.3586109 ])"
5500,"array([-0.0513739 , -8.43359981])"
5501,"array([ -3.03582644, -12.10126685])"
5502,"array([ -2.94766212, -11.83693127])"
5503,"array([-1.51126402, -6.62207156])"
5504,"array([-1.93556075, -6.71353658])"
5505,"array([-2.14703782, -6.7716012 ])"
5506,"array([-1.42793569, -7.64026864])"
5507,"array([-1.23684559, -5.39514112])"
5508,"array([-1.05545054, -8.44613955])"
5509,"array([-0.63716172, -5.92211627])"
5510,"array([-3.06115778, -7.61969962])"
5511,"array([-4.73610097, -8.89854268])"
5512,"array([-3.8485229 , -5.75306408])"
5513,"array([-3.52462477, -6.4355866 ])"
5514,"array([-1.57899147, -7.40368065])"
5515,"array([-1.00889765, -6.61644136])"
5516,"array([-1.8439558, -6.9678513])"
5517,"array([-1.91567889, -7.42219215])"
5518,"array([-1.15353425, -7.75197387])"
5519,"array([-1.97516724, -6.64748837])"
5520,"array([-1.26490444, -7.24475513])"
5521,"array([-1.68703395, -8.24279299])"
5522,"array([-1.64291547, -7.88139248])"
5523,"array([ 0.346581  , -8.06832327])"
5524,"array([ 0.88642451, -8.03511541])"
5525,"array([-0.7255952 , -8.47736424])"
5526,"array([-0.72515805, -8.40913054])"
5527,"array([-1.93449523, -7.04643685])"
5528,"array([-4.18712842, -8.08724406])"
5529,"array([-3.15694756, -5.30018646])"
5530,"array([-3.06728127, -7.76111928])"
5531,"array([-2.06944094, -7.82073415])"
5532,"array([-1.2354364, -9.0597098])"
5533,"array([-0.7112981 , -8.11362553])"
5534,"array([-16.11083595,  -6.00188199])"
5535,"array([-16.10175076,  -5.84031339])"
5536,"array([ 9.3114777 , -0.89542012])"
5537,"array([ 9.43555689, -1.00028524])"
5538,"array([-2.15057644, -7.04359056])"
5539,"array([-0.67316686, -8.31096416])"
5540,"array([-2.03124256, -7.04065251])"
5541,"array([-2.98260818, -7.89657591])"
5542,"array([-0.20490906, -7.59219861])"
5543,"array([-0.97527583, -7.668699  ])"
5544,"array([-2.29381222, -7.25625745])"
5545,"array([-0.78060623, -9.49150965])"
5546,"array([-4.50869231, -8.82534382])"
5547,"array([-4.05890932, -8.87298902])"
5548,"array([-3.38755468, -6.01381259])"
5549,"array([-1.1116577, -8.1758686])"
5550,"array([-0.69983557, -7.49820333])"
5551,"array([-2.74876875, -6.82388749])"
5552,"array([-2.99141912, -7.16695602])"
5553,"array([-3.30812846, -7.05732055])"
5554,"array([-1.49896509, -5.70652004])"
5555,"array([-3.72784194, -6.55015062])"
5556,"array([-1.65480545, -7.21835763])"
5557,"array([ -3.10430887, -11.80106933])"
5558,"array([-4.32145872, -8.66948076])"
5559,"array([-4.53217107, -8.88756511])"
5560,"array([-0.43542499, -7.33504547])"
5561,"array([-3.86633028, -7.12207925])"
5562,"array([-1.44499224, -8.2105197 ])"
5563,"array([-1.30170688, -7.00678499])"
5564,"array([-1.51853353, -5.93741673])"
5565,"array([-0.18364627, -7.92723169])"
5566,"array([-0.30415806, -7.96759432])"
5567,"array([-3.72363946, -8.64253378])"
5568,"array([-1.24949249, -8.87199199])"
5569,"array([-1.8670577 , -7.43231901])"
5570,"array([-0.68594168, -9.03466245])"
5571,"array([-0.19291101, -9.3439407 ])"
5572,"array([-1.34303896, -7.15639605])"
5573,"array([-1.15765821, -7.22547801])"
5574,"array([-1.48546898, -7.28831483])"
5575,"array([-2.66286806, -6.26385372])"
5576,"array([-2.02044362, -7.25542185])"
5577,"array([-1.15119805, -7.000817  ])"
5578,"array([-3.17202961, -7.75379741])"
5579,"array([-1.16995159, -8.94932607])"
5580,"array([-2.12345333, -6.93305195])"
5581,"array([ 0.09881515, -6.13737363])"
5582,"array([-0.37670382, -6.60039625])"
5583,"array([-2.42291972, -6.59638049])"
5584,"array([-3.65693803, -6.18664161])"
5585,"array([-3.21078629, -6.91952374])"
5586,"array([-2.13128357, -6.5665406 ])"
5587,"array([-2.0280401 , -7.52117845])"
5588,"array([-0.68604859, -7.34740299])"
5589,"array([-1.00508758, -7.4092474 ])"
5590,"array([-3.49796239, -6.2079768 ])"
5591,"array([-0.77170621, -6.90345372])"
5592,"array([ -6.76494094, -21.87348359])"
5593,"array([ -6.75824103, -22.03582979])"
5594,"array([-1.43044982, -6.26994833])"
5595,"array([-2.74330649, -6.89593164])"
5596,"array([-2.62434091, -7.59741657])"
5597,"array([ 0.06134651, -8.3002769 ])"
5598,"array([ 0.69133045, -7.95114925])"
5599,"array([-3.5860802 , -7.14890129])"
5600,"array([-0.59169048, -6.28269884])"
5601,"array([-2.87235728, -4.91039008])"
5602,"array([-2.79511782, -5.72824695])"
5603,"array([-3.33871639, -6.92516745])"
5604,"array([-1.6664667 , -6.18483441])"
5605,"array([ 0.08558072, -7.98612603])"
5606,"array([-2.85260379, -7.14769075])"
5607,"array([-3.54190859, -7.3630169 ])"
5608,"array([-4.00969318, -6.68421727])"
5609,"array([-2.39643008, -6.09143718])"
5610,"array([-1.80259192, -7.48039007])"
5611,"array([-1.32122028, -6.57258358])"
5612,"array([-3.71288885, -9.63798597])"
5613,"array([ -3.53596865, -10.11361453])"
5614,"array([-3.10646233, -6.98933811])"
5615,"array([ -1.38058067, -10.3381622 ])"
5616,"array([-2.91939569, -4.37449435])"
5617,"array([-16.26171153,  -7.8964331 ])"
5618,"array([-16.19336749,  -7.74951113])"
5619,"array([-3.66844358, -6.41525268])"
5620,"array([-0.39886461, -8.0144819 ])"
5621,"array([ 0.33698629, -7.71085166])"
5622,"array([-0.67158385, -9.31970595])"
5623,"array([-3.92017596, -9.43646724])"
5624,"array([-3.64011068, -7.50521447])"
5625,"array([-3.0925021, -5.9652349])"
5626,"array([-2.38881883, -6.84458227])"
5627,"array([-1.59815752, -8.26051466])"
5628,"array([-0.7513663 , -7.42773732])"
5629,"array([-0.56133906, -7.63183782])"
5630,"array([-4.52012564, -9.08673131])"
5631,"array([-0.60671106, -8.09912079])"
5632,"array([-1.29803546, -7.61313081])"
5633,"array([-1.49411976, -8.3091299 ])"
5634,"array([-0.28431147, -8.99178548])"
5635,"array([-0.82704886, -7.77127652])"
5636,"array([ -2.93245056, -10.7800506 ])"
5637,"array([ -3.18951313, -11.61648137])"
5638,"array([-2.38273781, -6.96798933])"
5639,"array([-2.00551949, -7.3412408 ])"
5640,"array([-1.75299477, -6.8626666 ])"
5641,"array([-2.29961851, -6.44748597])"
5642,"array([-0.47624961, -8.73249025])"
5643,"array([-0.05030774, -9.88886359])"
5644,"array([-3.26905904, -4.72390493])"
5645,"array([ -3.29884295, -11.244855  ])"
5646,"array([-3.76304088, -7.57511895])"
5647,"array([-0.69284507, -7.0143123 ])"
5648,"array([-3.17608562, -6.17139661])"
5649,"array([-2.77251438, -9.13996559])"
5650,"array([-3.19973437, -8.64124685])"
5651,"array([ -3.94337495, -10.12631581])"
5652,"array([-1.97939078, -7.02137963])"
5653,"array([-3.54389303, -9.71440781])"
5654,"array([-2.59070771, -8.42605911])"
5655,"array([-3.86758851, -7.8898926 ])"
5656,"array([-2.43850813, -7.66774627])"
5657,"array([-1.0368911 , -7.89247225])"
5658,"array([-0.99038721, -8.74952689])"
5659,"array([-3.12759148, -9.55967956])"
5660,"array([-0.98092364, -8.87271986])"
5661,"array([-2.90554375, -6.91731625])"
5662,"array([-1.57684962, -7.30401033])"
5663,"array([-0.37829855, -7.5170051 ])"
5664,"array([-3.64626199, -7.24908728])"
5665,"array([-4.33338808, -6.43396337])"
5666,"array([ -2.70136109, -10.79232724])"
5667,"array([-0.93236825, -8.88433168])"
5668,"array([-2.1345134 , -9.39127287])"
5669,"array([-1.70229161, -7.76224924])"
5670,"array([-2.99175369, -7.22545387])"
5671,"array([-4.25053734, -9.69139645])"
5672,"array([ -1.34688959, -10.47395571])"
5673,"array([ -1.23650694, -10.65842407])"
5674,"array([-1.13729446, -9.28481895])"
5675,"array([-1.9615051 , -7.40864356])"
5676,"array([-1.07093026, -8.5076622 ])"
5677,"array([-1.1017552 , -8.34736325])"
5678,"array([ -3.32570481, -11.09011634])"
5679,"array([ -3.39327121, -11.04859802])"
5680,"array([-1.57991307, -7.74562489])"
5681,"array([ -2.77053118, -10.41440256])"
5682,"array([-4.64055438, -6.90522567])"
5683,"array([-3.99308006, -7.50287398])"
5684,"array([-2.85797614, -9.81718606])"
5685,"array([-3.80802997, -9.73989905])"
5686,"array([ -4.50805062, -10.39878349])"
5687,"array([-1.45637741, -9.94089094])"
5688,"array([-1.51772748, -9.94457784])"
5689,"array([ -8.31723172, -21.13385221])"
5690,"array([ -8.47572662, -21.16238602])"
5691,"array([ -0.99478332, -10.35068628])"
5692,"array([-2.52653154, -7.14059704])"
5693,"array([-1.20257472, -7.66383252])"
5694,"array([ -0.64353766, -10.63874478])"
5695,"array([-1.97698828, -9.79902063])"
5696,"array([-2.2774647 , -7.93308664])"
5697,"array([-3.57304604, -7.30023916])"
5698,"array([-1.02693919, -9.15946251])"
5699,"array([-0.03559747, -7.74672329])"
5700,"array([-3.45311624, -8.65243501])"
5701,"array([ -2.00623684, -11.56128267])"
5702,"array([-0.28227053, -8.46504992])"
5703,"array([-0.91918367, -7.11297365])"
5704,"array([-3.31496549, -7.12017705])"
5705,"array([ 0.43222506, -8.13249166])"
5706,"array([-0.38323554, -8.35623495])"
5707,"array([-1.57618328, -8.69256777])"
5708,"array([-3.38330575, -8.47223474])"
5709,"array([-1.19153087, -6.92253826])"
5710,"array([-2.49677783, -7.55272139])"
5711,"array([-1.26275739, -7.80705761])"
5712,"array([ -0.93368298, -10.73204774])"
5713,"array([ -0.98055715, -10.17427534])"
5714,"array([ -0.42577863, -10.71203258])"
5715,"array([-4.34849098, -8.95608901])"
5716,"array([-3.04544219, -6.95157223])"
5717,"array([-1.1624921 , -7.53963117])"
5718,"array([-4.47322888, -8.59208499])"
5719,"array([-1.52206857, -7.40841811])"
5720,"array([ -1.3921531 , -10.15312408])"
5721,"array([ -1.95290041, -10.11190534])"
5722,"array([-2.66813907, -7.24081578])"
5723,"array([-3.07999429, -8.81757563])"
5724,"array([-3.31867441, -9.48771287])"
5725,"array([-0.65578482, -7.64586429])"
5726,"array([-4.53184945, -8.44104817])"
5727,"array([-3.51093168, -7.30154657])"
5728,"array([-4.14091532, -7.96080111])"
5729,"array([-4.07830541, -7.72074378])"
5730,"array([-0.01957505, -9.14406337])"
5731,"array([-0.51425482, -7.94821079])"
5732,"array([ -0.52951876, -10.11790152])"
5733,"array([-3.66544385, -9.61424507])"
5734,"array([-3.03462444, -6.62853921])"
5735,"array([-3.58092877, -9.5477017 ])"
5736,"array([-4.13826566, -7.29953403])"
5737,"array([ -2.01537751, -11.30535116])"
5738,"array([ -0.66835843, -10.54018845])"
5739,"array([-1.04058643, -7.67046919])"
5740,"array([-1.12152509, -8.71159513])"
5741,"array([ -2.17044229, -10.87350222])"
5742,"array([-3.15155154, -9.79338296])"
5743,"array([-15.71022941, -13.19258181])"
5744,"array([-15.55168467, -13.23276563])"
5745,"array([ -4.2396466 , -10.18912711])"
5746,"array([ -0.53251262, -10.61738646])"
5747,"array([-0.96589261, -7.94610605])"
5748,"array([-4.80852774, -6.56039774])"
5749,"array([-4.26280019, -7.10604084])"
5750,"array([ -1.52102618, -10.50288487])"
5751,"array([ -2.17508183, -11.05517957])"
5752,"array([ -1.48412242, -10.24003063])"
5753,"array([ -0.95802683, -11.04457306])"
5754,"array([-3.55221738, -6.91570686])"
5755,"array([-4.05260495, -6.03736402])"
5756,"array([ -3.81909102, -11.2994416 ])"
5757,"array([-0.59889713, -8.03157195])"
5758,"array([-4.37182887, -5.48416478])"
5759,"array([-3.46290721, -9.77390377])"
5760,"array([-1.27371492, -9.98130244])"
5761,"array([-1.59031238, -9.4538693 ])"
5762,"array([-11.81908195,   2.02069296])"
5763,"array([-11.96210696,   1.94337577])"
5764,"array([-2.45235712, -6.80234717])"
5765,"array([ -1.12470551, -10.41165265])"
5766,"array([-1.91322961, -9.44231363])"
5767,"array([-3.33824929, -7.85547392])"
5768,"array([ -1.01066775, -10.26108962])"
5769,"array([ -0.50883997, -10.03900523])"
5770,"array([-5.3829348 , -8.43017494])"
5771,"array([-2.88748845, -8.17250782])"
5772,"array([ -0.09044188, -11.13709833])"
5773,"array([ 1.20258404, -7.70418329])"
5774,"array([-2.55407779, -7.89492756])"
5775,"array([-2.72114563, -8.02497204])"
5776,"array([-3.44419617, -7.26113511])"
5777,"array([-4.34055357, -5.97608831])"
5778,"array([-3.9313641 , -6.59088671])"
5779,"array([ -1.65042636, -11.6027037 ])"
5780,"array([ -0.82140705, -10.13992283])"
5781,"array([-1.47153234, -9.23421753])"
5782,"array([-0.6565553 , -6.93590276])"
5783,"array([-1.48434581, -9.88005709])"
5784,"array([-4.83421229, -9.53705024])"
5785,"array([-4.51406398, -6.95418413])"
5786,"array([ -0.23656891, -11.00678926])"
5787,"array([-0.34737034, -8.52705737])"
5788,"array([ 0.48189089, -8.46552626])"
5789,"array([ -0.59951085, -10.72033037])"
5790,"array([-2.29930454, -9.46423344])"
5791,"array([ -1.39584437, -11.08259683])"
5792,"array([ -4.56793631, -22.44879853])"
5793,"array([ -4.42333432, -22.54104115])"
5794,"array([ -4.71281113, -22.35494606])"
5795,"array([-0.73924585, -7.21813438])"
5796,"array([-4.63561705, -6.67434523])"
5797,"array([-4.76616418, -5.91414477])"
5798,"array([-5.59391245, -9.47653792])"
5799,"array([-5.22002319, -9.44234285])"
5800,"array([ -3.46785204, -11.22693314])"
5801,"array([-0.51045282, -9.25785131])"
5802,"array([-0.41812576, -9.34835269])"
5803,"array([-0.35659657, -9.30676738])"
5804,"array([-0.57200464, -9.301295  ])"
5805,"array([-0.36741158, -9.77943488])"
5806,"array([ -1.88892078, -11.10012943])"
5807,"array([-4.05679195, -6.95172697])"
5808,"array([-3.74533671, -6.76523613])"
5809,"array([-3.46966857, -7.76276024])"
5810,"array([-2.09309098, -6.43670866])"
5811,"array([-4.1792614 , -7.72461003])"
5812,"array([-3.03810885, -9.82701914])"
5813,"array([-4.59474262, -8.37983841])"
5814,"array([-1.52006161, -8.01576014])"
5815,"array([-4.68069443, -8.57026226])"
5816,"array([-5.669548  , -8.32596549])"
5817,"array([-0.97715345, -9.12774269])"
5818,"array([-3.65139696, -7.81297622])"
5819,"array([ -2.82167703, -10.61068935])"
5820,"array([ -2.82722088, -10.54341166])"
5821,"array([-1.03734138, -6.7763525 ])"
5822,"array([-1.38720913, -6.49314563])"
5823,"array([-4.47129203, -9.52376146])"
5824,"array([-4.22173811, -7.85681217])"
5825,"array([-3.64938097, -6.8026867 ])"
5826,"array([-2.69253962, -8.86587229])"
5827,"array([ -1.83308516, -11.4605446 ])"
5828,"array([-1.41918402, -8.0949936 ])"
5829,"array([ -1.95484347, -10.66234356])"
5830,"array([-3.62786316, -9.52879535])"
5831,"array([-3.60136947, -9.40335952])"
5832,"array([ -1.66583818, -11.82445515])"
5833,"array([ -1.67690174, -12.07729868])"
5834,"array([-1.69644393, -9.75679169])"
5835,"array([-5.381087  , -9.29366144])"
5836,"array([-4.61147529, -9.11226258])"
5837,"array([-4.96926234, -9.13186395])"
5838,"array([-0.9222732, -9.3640723])"
5839,"array([-2.96328983, -8.9759354 ])"
5840,"array([-3.94078287, -9.58266004])"
5841,"array([-4.29506662, -9.10446747])"
5842,"array([-2.55706823, -9.66113146])"
5843,"array([ -3.21949741, -10.16117187])"
5844,"array([ -3.00898593, -10.33596357])"
5845,"array([-3.39414369, -8.11428767])"
5846,"array([11.21024503, -9.314556  ])"
5847,"array([11.35888629, -9.35385287])"
5848,"array([-5.08957391, -8.9741862 ])"
5849,"array([-1.29553464, -8.87608676])"
5850,"array([-3.53394132, -8.42803155])"
5851,"array([ -1.86025121, -10.186607  ])"
5852,"array([-16.60187008,  -8.78300126])"
5853,"array([-16.53550021,  -8.6634518 ])"
5854,"array([11.23068747, -9.71084813])"
5855,"array([11.35091611, -9.64106252])"
5856,"array([-3.76225092, -8.60987204])"
5857,"array([-0.78893191, -9.29909557])"
5858,"array([-0.77276103, -9.23139182])"
5859,"array([-5.30089113, -9.97311338])"
5860,"array([-4.2201976 , -9.45356067])"
5861,"array([-4.24376906, -8.60621733])"
5862,"array([-3.71797192, -8.86572024])"
5863,"array([-13.58942706, -17.124384  ])"
5864,"array([-13.74712091, -17.16708899])"
5865,"array([-13.63055748, -17.28200273])"
5866,"array([-5.30203836, -9.67781389])"
5867,"array([-5.42697452, -9.61816626])"
5868,"array([-4.86112595, -9.61419208])"
5869,"array([-0.64996665, -9.79985715])"
5870,"array([-3.91554904, -8.63390572])"
5871,"array([-4.33493681, -8.72052215])"
5872,"array([-4.5159487 , -8.71012787])"
5873,"array([-3.71390865, -9.57346631])"
5874,"array([  3.41297046, -20.85469715])"
5875,"array([  3.56904804, -20.79850467])"
5876,"array([ -3.71823347, -10.61984418])"
5877,"array([-4.99776417, -8.80268094])"
5878,"array([-4.78218115, -8.81441725])"
5879,"array([ -3.27894929, -10.02104365])"
5880,"array([-4.54055298, -9.03155327])"
5881,"array([ -3.41787963, -10.22713002])"
5882,"array([-3.98288749, -7.30219014])"
5883,"array([-4.2390895 , -9.75256742])"
5884,"array([-4.26796383, -8.10890838])"
5885,"array([-3.51071779, -9.79356374])"
5886,"array([ -2.30015541, -10.09726018])"
5887,"array([-0.66125196, -9.25786687])"
5888,"array([-7.51581892, -9.07313225])"
5889,"array([ -2.02178171, -10.89070324])"
5890,"array([-2.97007193, -8.86490135])"
5891,"array([-3.39308161, -7.11537453])"
5892,"array([-4.74263918, -8.74982529])"
5893,"array([-4.3940139 , -8.80533253])"
5894,"array([-1.70166392, -8.58622867])"
5895,"array([-1.33854143, -8.36589174])"
5896,"array([ -4.60710011, -10.30618936])"
5897,"array([ -4.73533906, -10.27043952])"
5898,"array([-4.85065019, -8.74703876])"
5899,"array([-5.07772558, -8.75138447])"
5900,"array([-4.62069979, -8.80997376])"
5901,"array([ -2.42062484, -11.18845033])"
5902,"array([-3.49760112, -9.98383368])"
5903,"array([-2.07882387, -9.8683122 ])"
5904,"array([-3.42040268, -9.80612351])"
5905,"array([11.3222199 , -9.50751559])"
5906,"array([-1.02064526, -8.48738135])"
5907,"array([-1.98760112, -8.4220449 ])"
5908,"array([-3.53111033, -9.90682459])"
5909,"array([ -2.09662373, -10.669711  ])"
5910,"array([-2.22759426, -5.65336749])"
5911,"array([-4.19363359, -7.92296579])"
5912,"array([-4.4688685, -8.6557513])"
5913,"array([-3.32413198, -9.41855458])"
5914,"array([-4.62634998, -8.09245766])"
5915,"array([-4.65689966, -8.20924542])"
5916,"array([-4.55098356, -8.22937976])"
5917,"array([-4.52288393, -9.76256552])"
5918,"array([-3.42860744, -9.85490211])"
5919,"array([ -3.81316512, -10.50329452])"
5920,"array([-0.92789183, -9.96057985])"
5921,"array([-2.22696707, -8.32071632])"
5922,"array([-3.24649854, -9.62936467])"
5923,"array([ -3.33073153, -10.13579203])"
5924,"array([ -3.34588123, -10.48607197])"
5925,"array([-4.69108566, -9.69128978])"
5926,"array([-4.35078639, -9.68080329])"
5927,"array([-3.83971083, -9.15677314])"
5928,"array([-4.93944304, -8.09645195])"
5929,"array([-4.48375224, -8.26145719])"
5930,"array([-3.88385785, -8.85150921])"
5931,"array([-2.81754248, -7.61213846])"
5932,"array([-3.44944647, -8.14609771])"
5933,"array([-3.05537469, -8.13592397])"
5934,"array([-1.03445111, -9.74411212])"
5935,"array([ 0.27260884, -9.76105757])"
5936,"array([-0.47322114, -9.41672864])"
5937,"array([-0.17226392, -9.6959004 ])"
5938,"array([-0.4481016 , -9.48950043])"
5939,"array([ -2.88936952, -10.13260504])"
5940,"array([-4.21315266, -8.72341074])"
5941,"array([-3.53503417, -8.99459481])"
5942,"array([ -3.00056154, -10.15032088])"
5943,"array([ -3.47258449, -11.08441441])"
5944,"array([-1.30708213, -8.8388763 ])"
5945,"array([-6.30219809, -8.18855748])"
5946,"array([-0.65936993, -9.18003637])"
5947,"array([ -3.59638151, -10.08482648])"
5948,"array([ -3.77114813, -10.12051452])"
5949,"array([-4.80230476, -9.39677923])"
5950,"array([-4.26268179, -8.8972481 ])"
5951,"array([-5.26197593, -9.57657528])"
5952,"array([-5.04462738, -9.4980389 ])"
5953,"array([-4.85176377, -9.35567725])"
5954,"array([-4.5534327 , -8.11995238])"
5955,"array([-4.67623425, -8.13438194])"
5956,"array([-0.5891331 , -9.98138391])"
5957,"array([-1.62389716, -8.96151314])"
5958,"array([-4.35647725, -8.56142151])"
5959,"array([-1.86189226, -9.78530686])"
5960,"array([ -1.9355349, -10.4988964])"
5961,"array([-4.74818995, -9.06199417])"
5962,"array([-3.54063528, -9.52373766])"
5963,"array([-3.28960381, -9.25082087])"
5964,"array([ -4.19111696, -11.29366339])"
5965,"array([-4.49869696, -8.18052111])"
5966,"array([ 0.08397368, -9.86468259])"
5967,"array([ 0.01610372, -9.76654772])"
5968,"array([-1.38175704, -9.71037206])"
5969,"array([-1.04686374, -8.90551686])"
5970,"array([-3.25331155, -9.82663565])"
5971,"array([-1.41051834, -7.15636354])"
5972,"array([-3.53187608, -9.18259765])"
5973,"array([-0.81582657, -8.80686263])"
5974,"array([ -1.3349975 , -10.19400298])"
5975,"array([-4.00306864, -8.32854828])"
5976,"array([-3.82774007, -7.9307259 ])"
5977,"array([-3.1808327 , -7.87127121])"
5978,"array([ -2.55053634, -10.874171  ])"
5979,"array([-3.46185205, -9.2975296 ])"
5980,"array([-5.07761734, -9.59555291])"
5981,"array([-5.01160709, -7.98207812])"
5982,"array([ -3.66884718, -10.11697949])"
5983,"array([ -3.09368319, -10.81103149])"
5984,"array([ -2.24539096, -10.29774124])"
5985,"array([-4.54121253, -7.80324949])"
5986,"array([ -3.91629917, -10.69650406])"
5987,"array([ -3.34945973, -10.01926732])"
5988,"array([ -3.5807559 , -10.19896069])"
5989,"array([ -2.45564602, -10.64457282])"
5990,"array([-1.13576377, -9.79912742])"
5991,"array([ -1.05331341, -10.09159589])"
5992,"array([ -0.79291607, -10.07216005])"
5993,"array([-3.59985541, -9.45456488])"
5994,"array([ -4.0300271 , -10.01323761])"
5995,"array([-1.00345242, -8.07224692])"
5996,"array([-3.87536128, -9.72202907])"
5997,"array([-3.46312969, -9.43050468])"
5998,"array([-4.95521814, -9.64747787])"
5999,"array([-1.40756339, -8.97386436])"
6000,"array([-3.2535034 , -9.72139645])"
6001,"array([-3.5457259 , -9.32994319])"
6002,"array([-4.03950644, -8.96747646])"
6003,"array([-1.55908495, -9.74596719])"
6004,"array([-1.69545655, -9.6634779 ])"
6005,"array([-3.04122329, -9.62938725])"
6006,"array([-3.14095041, -8.21284612])"
6007,"array([  0.23040794, -10.15502271])"
6008,"array([-1.66769233, -9.27625064])"
6009,"array([-3.2208191 , -9.21896054])"
6010,"array([-2.36524972, -6.77759174])"
6011,"array([-3.80266891, -9.94045919])"
6012,"array([ -0.72422732, -10.26910727])"
6013,"array([ -3.67944773, -11.35811726])"
6014,"array([ -3.9829783 , -11.99253128])"
6015,"array([-1.32823293, -9.2647768 ])"
6016,"array([ -2.9024053 , -10.18792965])"
6017,"array([-3.69129354, -9.98893597])"
6018,"array([-4.33362446, -8.85162666])"
6019,"array([-1.25122086, -9.86107816])"
6020,"array([-1.63186302, -9.57175593])"
6021,"array([-1.42598087, -9.61125697])"
6022,"array([-3.13455283, -9.74227486])"
6023,"array([-4.20636618, -8.48865734])"
6024,"array([-3.43580845, -7.7097914 ])"
6025,"array([ -2.57399054, -11.29488202])"
6026,"array([-4.36673974, -7.55179115])"
6027,"array([-3.77795311, -8.06070993])"
6028,"array([-4.37157892, -9.09256727])"
6029,"array([-1.75451006, -9.72739434])"
6030,"array([ -2.50490282, -10.67278629])"
6031,"array([-3.58926939, -7.75573669])"
6032,"array([ -3.01803176, -10.68606988])"
6033,"array([-1.86473514, -8.53597197])"
6034,"array([-5.11619206, -9.70574813])"
6035,"array([-4.22066194, -9.37401042])"
6036,"array([-2.13800048, -9.27340095])"
6037,"array([ -1.33491993, -10.39790436])"
6038,"array([-3.59254194, -7.98517586])"
6039,"array([-3.43365657, -7.66174525])"
6040,"array([-4.3710413 , -7.30326778])"
6041,"array([ -1.88182368, -11.25381021])"
6042,"array([1.07921568, 4.76296349])"
6043,"array([1.16900268, 4.63042213])"
6044,"array([ -3.60323181, -10.56692289])"
6045,"array([-3.43042933, -9.90323902])"
6046,"array([-3.34819607, -6.26415167])"
6047,"array([ -1.08066509, -10.16092584])"
6048,"array([ -2.85967579, -10.47269507])"
6049,"array([ -2.61380766, -10.00092585])"
6050,"array([-4.60841882, -9.66158996])"
6051,"array([-1.43047272, -8.04011969])"
6052,"array([-1.13406189, -9.03277056])"
6053,"array([-4.71922197, -9.53793634])"
6054,"array([-0.30377795, -9.62906242])"
6055,"array([ -4.53478102, -10.24952519])"
6056,"array([ -4.77517028, -10.11822125])"
6057,"array([ -2.80166215, -11.37710086])"
6058,"array([-1.38362924, -8.33860166])"
6059,"array([-3.95720214, -6.82889053])"
6060,"array([-3.76128657, -7.36119765])"
6061,"array([-4.45958084, -6.24971066])"
6062,"array([10.24023461, -3.62204823])"
6063,"array([10.38783772, -3.5153651 ])"
6064,"array([10.39619382, -3.68527566])"
6065,"array([-3.42432178, -9.49745746])"
6066,"array([-4.56325393, -8.30103898])"
6067,"array([ 0.4235094 , -9.98399717])"
6068,"array([-2.36377031, -7.63205951])"
6069,"array([ -2.36301726, -10.4872954 ])"
6070,"array([10.55495757, -3.61649387])"
6071,"array([-4.94345736, -9.01770682])"
6072,"array([-3.84033674, -9.33484644])"
6073,"array([-3.71543619, -6.85085602])"
6074,"array([ -3.80484001, -10.59288043])"
6075,"array([ -4.37164542, -10.91569425])"
6076,"array([ -3.806224  , -10.24986893])"
6077,"array([-1.53169338, -8.55845342])"
6078,"array([-3.2796834, -6.5817283])"
6079,"array([ -2.48745997, -10.76325849])"
6080,"array([ -4.2070547, -10.0521524])"
6081,"array([-0.10600893, -9.6208605 ])"
6082,"array([-0.78802152, -9.17249226])"
6083,"array([-0.37027075, -8.87321644])"
6084,"array([ -2.65555815, -10.30755519])"
